Facility,Occupancy Type,Month,Date,Time,Day,Occupancy,Temperature max,Temperature min,Maximum Heat Index,Minimum Wind Chill Index,Rain,Raining type,Temperature
Duck Pond,Transient,May,05 03 2017,1:13:18 PM,Wed,638,66.45,51.8,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 03 2017,2:16:27 PM,Wed,634,66.45,51.8,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 03 2017,3:17:16 PM,Wed,524,66.45,51.8,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 03 2017,4:19:10 PM,Wed,409,66.45,51.8,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,8:13:50 AM,Thu,21,66.45,51.8,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,9:18:09 AM,Thu,179,66.45,51.8,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,10:21:50 AM,Thu,493,71.04,43.96,-996,40.58,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,11:26:23 AM,Thu,565,71.04,43.96,-996,40.58,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,12:26:46 PM,Thu,585,71.04,43.96,-996,40.58,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,1:28:02 PM,Thu,631,71.04,43.96,-996,40.58,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,2:31:20 PM,Thu,550,71.04,43.96,-996,40.58,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,3:36:13 PM,Thu,423,71.04,43.96,-996,40.58,0,No rain,< 66
Duck Pond,Transient,May,05 04 2017,4:40:47 PM,Thu,292,71.04,43.96,-996,40.58,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,8:21:43 AM,Fri,24,71.04,43.96,-996,40.58,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,9:24:15 AM,Fri,92,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,10:25:29 AM,Fri,246,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,11:29:27 AM,Fri,324,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,12:30:23 PM,Fri,271,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,1:35:40 PM,Fri,187,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,2:36:18 PM,Fri,146,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,3:37:22 PM,Fri,104,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 05 2017,4:37:39 PM,Fri,72,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,8:29:41 AM,Sat,1,74.79,44.15,-996,42.71,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,9:34:57 AM,Sat,1,82.63,46.98,81.3,46.25,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,10:35:22 AM,Sat,-3,82.63,46.98,81.3,46.25,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,11:40:50 AM,Sat,-3,82.63,46.98,81.3,46.25,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,12:46:46 PM,Sat,7,82.63,46.98,81.3,46.25,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,1:47:50 PM,Sat,8,82.63,46.98,81.3,46.25,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,2:52:43 PM,Sat,14,82.63,46.98,81.3,46.25,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,3:57:59 PM,Sat,15,82.63,46.98,81.3,46.25,0,No rain,< 66
Duck Pond,Transient,May,05 06 2017,4:59:08 PM,Sat,12,82.63,46.98,81.3,46.25,0,No rain,< 66
Duck Pond,Transient,May,05 07 2017,8:52:33 AM,Sun,-12,83.88,55.17,82.45,-996,0,No rain,< 78
Duck Pond,Transient,May,05 07 2017,9:58:25 AM,Sun,-9,83.88,55.17,82.45,-996,0,No rain,< 78
Duck Pond,Transient,May,05 07 2017,10:58:33 AM,Sun,-9,83.88,55.17,82.45,-996,0,No rain,< 78
Duck Pond,Transient,May,05 07 2017,12:04:42 PM,Sun,-3,83.88,55.17,82.45,-996,0,No rain,< 78
Duck Pond,Transient,May,05 07 2017,1:05:29 PM,Sun,0,83.88,55.17,82.45,-996,0,No rain,< 78
Duck Pond,Transient,May,05 07 2017,2:06:25 PM,Sun,7,83.88,55.17,82.45,-996,0,No rain,< 78
Duck Pond,Transient,May,05 07 2017,3:10:57 PM,Sun,0,83.88,55.17,82.45,-996,0,No rain,< 78
Duck Pond,Transient,May,05 07 2017,4:15:42 PM,Sun,5,83.88,55.17,82.45,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,8:02:41 AM,Mon,73,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,9:06:03 AM,Mon,78,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,10:09:03 AM,Mon,84,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,11:10:51 AM,Mon,101,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,12:15:56 PM,Mon,137,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,1:18:48 PM,Mon,237,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,2:20:09 PM,Mon,239,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,3:21:44 PM,Mon,178,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 08 2017,4:23:32 PM,Mon,145,81.23,59.02,81.25,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,8:10:04 AM,Tue,81,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,9:13:11 AM,Tue,90,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,10:13:54 AM,Tue,100,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,11:18:23 AM,Tue,107,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,12:20:41 PM,Tue,127,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,1:22:35 PM,Tue,208,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,2:27:10 PM,Tue,243,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,3:27:53 PM,Tue,195,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 09 2017,4:31:39 PM,Tue,181,81.64,62.11,82.76,-996,0,No rain,< 78
Duck Pond,Transient,May,05 10 2017,8:17:10 AM,Wed,67,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 10 2017,9:22:24 AM,Wed,66,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 10 2017,10:26:32 AM,Wed,51,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 10 2017,11:32:04 AM,Wed,53,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 10 2017,12:37:07 PM,Wed,53,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 10 2017,1:40:41 PM,Wed,59,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 10 2017,2:43:45 PM,Wed,71,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 10 2017,3:45:56 PM,Wed,56,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 10 2017,4:49:48 PM,Wed,60,76.62,63.09,-996,-996,0.48,Rain,< 78
Duck Pond,Transient,May,05 11 2017,8:42:09 AM,Thu,70,81.81,57.36,81.73,-996,0.01,Rain,< 78
Duck Pond,Transient,May,05 11 2017,9:45:29 AM,Thu,67,81.81,57.36,81.73,-996,0.01,Rain,< 78
Duck Pond,Transient,May,05 11 2017,10:51:33 AM,Thu,65,81.81,57.36,81.73,-996,0.01,Rain,< 78
Duck Pond,Transient,May,05 11 2017,11:53:52 AM,Thu,81,81.81,57.36,81.73,-996,0.01,Rain,< 78
Duck Pond,Transient,May,05 11 2017,12:59:22 PM,Thu,122,81.81,57.36,81.73,-996,0.01,Rain,< 78
Duck Pond,Transient,May,05 11 2017,2:02:58 PM,Thu,172,81.81,57.36,81.73,-996,0.01,Rain,< 78
Duck Pond,Transient,May,05 11 2017,3:05:00 PM,Thu,135,81.81,57.36,81.73,-996,0.01,Rain,< 78
Duck Pond,Transient,May,05 11 2017,4:06:25 PM,Thu,110,81.81,57.36,81.73,-996,0.01,Rain,< 78
Duck Pond,Transient,May,05 12 2017,8:52:10 AM,Fri,79,74.98,55.44,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 12 2017,9:56:47 AM,Fri,140,74.98,55.44,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 12 2017,10:57:06 AM,Fri,176,74.98,55.44,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 12 2017,12:00:40 PM,Fri,173,74.98,55.44,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 12 2017,1:04:24 PM,Fri,197,74.98,55.44,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 12 2017,2:08:55 PM,Fri,241,74.98,55.44,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 12 2017,3:11:47 PM,Fri,164,74.98,55.44,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 12 2017,4:11:57 PM,Fri,130,74.98,55.44,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 13 2017,8:51:59 AM,Sat,48,78.31,49.59,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 13 2017,9:54:12 AM,Sat,198,78.31,49.59,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 13 2017,10:54:48 AM,Sat,359,78.31,49.59,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 13 2017,11:55:41 AM,Sat,442,78.31,49.59,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 13 2017,12:56:01 PM,Sat,294,78.31,49.59,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 13 2017,1:57:22 PM,Sat,255,78.31,49.59,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 13 2017,2:58:23 PM,Sat,182,78.31,49.59,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 13 2017,3:59:12 PM,Sat,121,78.31,49.59,-996,-996,0,No rain,< 66
Duck Pond,Transient,May,05 14 2017,8:46:00 AM,Sun,-4,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 14 2017,9:46:06 AM,Sun,-5,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 14 2017,10:47:35 AM,Sun,3,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 14 2017,11:53:30 AM,Sun,1,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 14 2017,12:59:04 PM,Sun,2,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 14 2017,1:59:50 PM,Sun,0,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 14 2017,2:59:53 PM,Sun,3,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 14 2017,4:05:14 PM,Sun,2,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 15 2017,8:38:56 AM,Mon,27,85.39,58.55,86.17,-996,0,No rain,< 78
Duck Pond,Transient,May,05 15 2017,9:40:35 AM,Mon,42,88.14,66.92,89.64,-996,0,No rain,< 78
Duck Pond,Transient,May,05 15 2017,10:47:18 AM,Mon,58,88.14,66.92,89.64,-996,0,No rain,< 78
Duck Pond,Transient,May,05 15 2017,11:50:20 AM,Mon,50,88.14,66.92,89.64,-996,0,No rain,< 78
Duck Pond,Transient,May,05 15 2017,12:50:42 PM,Mon,47,88.14,66.92,89.64,-996,0,No rain,< 78
Duck Pond,Transient,May,05 15 2017,1:54:35 PM,Mon,47,88.14,66.92,89.64,-996,0,No rain,< 78
Duck Pond,Transient,May,05 15 2017,2:57:33 PM,Mon,39,88.14,66.92,89.64,-996,0,No rain,< 78
Duck Pond,Transient,May,05 15 2017,4:01:23 PM,Mon,36,88.14,66.92,89.64,-996,0,No rain,< 78
Duck Pond,Transient,May,05 16 2017,8:52:36 AM,Tue,116,88.14,66.92,89.64,-996,0,No rain,< 78
Duck Pond,Transient,May,05 16 2017,9:56:48 AM,Tue,132,78.13,67.84,-996,-996,0.03,Rain,< 78
Duck Pond,Transient,May,05 16 2017,11:01:20 AM,Tue,126,78.13,67.84,-996,-996,0.03,Rain,< 78
Duck Pond,Transient,May,05 16 2017,12:05:10 PM,Tue,117,78.13,67.84,-996,-996,0.03,Rain,< 78
Duck Pond,Transient,May,05 16 2017,1:06:27 PM,Tue,116,78.13,67.84,-996,-996,0.03,Rain,< 78
Duck Pond,Transient,May,05 16 2017,2:08:07 PM,Tue,131,78.13,67.84,-996,-996,0.03,Rain,< 78
Duck Pond,Transient,May,05 16 2017,3:13:52 PM,Tue,108,78.13,67.84,-996,-996,0.03,Rain,< 78
Duck Pond,Transient,May,05 16 2017,4:15:35 PM,Tue,85,78.13,67.84,-996,-996,0.03,Rain,< 78
Duck Pond,Transient,May,05 17 2017,8:08:37 AM,Wed,103,78.13,67.84,-996,-996,0.03,Rain,< 78
Duck Pond,Transient,May,05 17 2017,9:12:37 AM,Wed,126,83.37,61.63,81.57,-996,0.68,Rain,< 78
Duck Pond,Transient,May,05 17 2017,10:13:21 AM,Wed,143,83.37,61.63,81.57,-996,0.68,Rain,< 78
Duck Pond,Transient,May,05 17 2017,11:13:28 AM,Wed,132,83.37,61.63,81.57,-996,0.68,Rain,< 78
Duck Pond,Transient,May,05 17 2017,12:18:24 PM,Wed,125,83.37,61.63,81.57,-996,0.68,Rain,< 78
Duck Pond,Transient,May,05 17 2017,1:23:24 PM,Wed,138,83.37,61.63,81.57,-996,0.68,Rain,< 78
Duck Pond,Transient,May,05 17 2017,2:24:09 PM,Wed,128,83.37,61.63,81.57,-996,0.68,Rain,< 78
Duck Pond,Transient,May,05 17 2017,3:29:10 PM,Wed,113,83.37,61.63,81.57,-996,0.68,Rain,< 78
Duck Pond,Transient,May,05 17 2017,4:33:21 PM,Wed,87,83.37,61.63,81.57,-996,0.68,Rain,< 78
Duck Pond,Transient,May,05 18 2017,8:24:32 AM,Thu,103,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 18 2017,9:27:50 AM,Thu,121,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 18 2017,10:34:32 AM,Thu,122,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 18 2017,11:39:07 AM,Thu,116,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 18 2017,12:40:30 PM,Thu,104,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 18 2017,1:42:54 PM,Thu,129,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 18 2017,2:45:39 PM,Thu,109,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 18 2017,3:49:41 PM,Thu,77,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 18 2017,4:50:42 PM,Thu,44,86.22,63.19,89.13,-996,0.29,Rain,< 78
Duck Pond,Transient,May,05 19 2017,8:38:26 AM,Fri,104,75.6,61.29,-996,-996,0.47,Rain,< 78
Duck Pond,Transient,May,05 19 2017,9:42:57 AM,Fri,114,75.6,61.29,-996,-996,0.47,Rain,< 78
Duck Pond,Transient,May,05 19 2017,10:48:07 AM,Fri,110,75.6,61.29,-996,-996,0.47,Rain,< 78
Duck Pond,Transient,May,05 19 2017,11:52:38 AM,Fri,87,75.6,61.29,-996,-996,0.47,Rain,< 78
Duck Pond,Transient,May,05 19 2017,12:55:51 PM,Fri,92,75.6,61.29,-996,-996,0.47,Rain,< 78
Duck Pond,Transient,May,05 19 2017,1:57:55 PM,Fri,95,75.6,61.29,-996,-996,0.47,Rain,< 78
Duck Pond,Transient,May,05 19 2017,3:01:35 PM,Fri,89,75.6,61.29,-996,-996,0.47,Rain,< 78
Duck Pond,Transient,May,05 19 2017,4:04:11 PM,Fri,64,75.6,61.29,-996,-996,0.47,Rain,< 78
Duck Pond,Transient,May,05 20 2017,8:48:15 AM,Sat,49,72.48,52.32,-996,-996,0.03,Rain,< 66
Duck Pond,Transient,May,05 20 2017,9:51:45 AM,Sat,70,72.48,52.32,-996,-996,0.03,Rain,< 66
Duck Pond,Transient,May,05 20 2017,10:52:25 AM,Sat,63,72.48,52.32,-996,-996,0.03,Rain,< 66
Duck Pond,Transient,May,05 20 2017,11:54:36 AM,Sat,56,72.48,52.32,-996,-996,0.03,Rain,< 66
Duck Pond,Transient,May,05 20 2017,12:55:26 PM,Sat,46,72.48,52.32,-996,-996,0.03,Rain,< 66
Duck Pond,Transient,May,05 20 2017,1:57:38 PM,Sat,40,72.48,52.32,-996,-996,0.03,Rain,< 66
Duck Pond,Transient,May,05 20 2017,2:58:27 PM,Sat,20,72.48,52.32,-996,-996,0.03,Rain,< 66
Duck Pond,Transient,May,05 20 2017,4:00:12 PM,Sat,24,72.48,52.32,-996,-996,0.03,Rain,< 66
Jenkins,Transient,January,01 01 2017,9:06:46 AM,Sun,-2,61.57,31.6,-996,26.96,0,No rain,< 47
Jenkins,Transient,January,01 01 2017,10:14:01 AM,Sun,0,61.57,31.6,-996,26.96,0,No rain,< 47
Jenkins,Transient,January,01 01 2017,11:19:39 AM,Sun,-2,61.57,31.6,-996,26.96,0,No rain,< 47
Jenkins,Transient,January,01 01 2017,12:26:05 PM,Sun,-3,61.57,31.6,-996,26.96,0,No rain,< 47
Jenkins,Transient,January,01 01 2017,1:30:52 PM,Sun,-3,61.57,31.6,-996,26.96,0,No rain,< 47
Jenkins,Transient,January,01 01 2017,2:34:55 PM,Sun,0,61.57,31.6,-996,26.96,0,No rain,< 47
Jenkins,Transient,January,01 01 2017,3:39:02 PM,Sun,1,61.57,31.6,-996,26.96,0,No rain,< 47
Jenkins,Transient,January,01 01 2017,4:44:03 PM,Sun,4,61.57,31.6,-996,26.96,0,No rain,< 47
Jenkins,Transient,January,01 02 2017,8:25:49 AM,Mon,-4,69.98,40.29,-996,41.48,0.01,Rain,< 57
Jenkins,Transient,January,01 02 2017,9:34:19 AM,Mon,-3,69.98,40.29,-996,41.48,0.01,Rain,< 57
Jenkins,Transient,January,01 02 2017,10:43:53 AM,Mon,-2,69.98,40.29,-996,41.48,0.01,Rain,< 57
Jenkins,Transient,January,01 02 2017,11:50:43 AM,Mon,-3,69.98,40.29,-996,41.48,0.01,Rain,< 57
Jenkins,Transient,January,01 02 2017,1:00:25 PM,Mon,-3,69.98,40.29,-996,41.48,0.01,Rain,< 57
Jenkins,Transient,January,01 02 2017,2:08:22 PM,Mon,0,69.98,40.29,-996,41.48,0.01,Rain,< 57
Jenkins,Transient,January,01 02 2017,3:15:39 PM,Mon,-2,69.98,40.29,-996,41.48,0.01,Rain,< 57
Jenkins,Transient,January,01 02 2017,4:23:45 PM,Mon,0,69.98,40.29,-996,41.48,0.01,Rain,< 57
Jenkins,Transient,January,01 03 2017,8:36:18 AM,Tue,7,45.85,27.1,-996,15.3,0,No rain,< 47
Jenkins,Transient,January,01 03 2017,9:36:33 AM,Tue,9,45.85,27.1,-996,15.3,0,No rain,< 47
Jenkins,Transient,January,01 03 2017,10:45:15 AM,Tue,13,45.85,27.1,-996,15.3,0,No rain,< 47
Jenkins,Transient,January,01 03 2017,11:54:08 AM,Tue,15,45.85,27.1,-996,15.3,0,No rain,< 47
Jenkins,Transient,January,01 03 2017,1:01:57 PM,Tue,17,45.85,27.1,-996,15.3,0,No rain,< 47
Jenkins,Transient,January,01 03 2017,2:11:05 PM,Tue,11,45.85,27.1,-996,15.3,0,No rain,< 47
Jenkins,Transient,January,01 03 2017,3:18:58 PM,Tue,7,45.85,27.1,-996,15.3,0,No rain,< 47
Jenkins,Transient,January,01 03 2017,4:28:57 PM,Tue,8,45.85,27.1,-996,15.3,0,No rain,< 47
Jenkins,Transient,January,01 04 2017,8:05:54 AM,Wed,5,36.25,20.72,-996,9.19,0,No rain,< 47
Jenkins,Transient,January,01 04 2017,9:27:55 AM,Wed,14,36.25,20.72,-996,9.19,0,No rain,< 47
Jenkins,Transient,January,01 04 2017,10:35:15 AM,Wed,20,36.25,20.72,-996,9.19,0,No rain,< 47
Jenkins,Transient,January,01 04 2017,11:43:29 AM,Wed,17,36.25,20.72,-996,9.19,0,No rain,< 47
Jenkins,Transient,January,01 04 2017,12:51:40 PM,Wed,19,36.25,20.72,-996,9.19,0,No rain,< 47
Jenkins,Transient,January,01 04 2017,1:59:27 PM,Wed,20,36.25,20.72,-996,9.19,0,No rain,< 47
Jenkins,Transient,January,01 04 2017,3:07:42 PM,Wed,17,36.25,20.72,-996,9.19,0,No rain,< 47
Jenkins,Transient,January,01 04 2017,4:15:59 PM,Wed,10,36.25,20.72,-996,9.19,0,No rain,< 47
Jenkins,Transient,January,01 05 2017,8:36:01 AM,Thu,10,25.53,16.05,-996,0.89,0,No rain,< 47
Jenkins,Transient,January,01 05 2017,9:45:36 AM,Thu,14,25.53,16.05,-996,0.89,0,No rain,< 47
Jenkins,Transient,January,01 05 2017,10:52:01 AM,Thu,18,25.53,16.05,-996,0.89,0,No rain,< 47
Jenkins,Transient,January,01 05 2017,12:00:08 PM,Thu,15,25.53,16.05,-996,0.89,0,No rain,< 47
Jenkins,Transient,January,01 05 2017,1:06:40 PM,Thu,19,25.53,16.05,-996,0.89,0,No rain,< 47
Jenkins,Transient,January,01 05 2017,2:15:18 PM,Thu,19,25.53,16.05,-996,0.89,0,No rain,< 47
Jenkins,Transient,January,01 05 2017,3:23:31 PM,Thu,13,25.53,16.05,-996,0.89,0,No rain,< 47
Jenkins,Transient,January,01 05 2017,4:32:41 PM,Thu,7,25.53,16.05,-996,0.89,0,No rain,< 47
Jenkins,Transient,January,01 06 2017,9:02:20 AM,Fri,-1,17.81,3.4,-996,-3.72,0,No rain,< 47
Jenkins,Transient,January,01 06 2017,10:12:36 AM,Fri,-1,17.81,3.4,-996,-3.72,0,No rain,< 47
Jenkins,Transient,January,01 06 2017,11:22:17 AM,Fri,1,17.81,3.4,-996,-3.72,0,No rain,< 47
Jenkins,Transient,January,01 06 2017,12:30:53 PM,Fri,-2,17.81,3.4,-996,-3.72,0,No rain,< 47
Jenkins,Transient,January,01 06 2017,1:39:52 PM,Fri,0,17.81,3.4,-996,-3.72,0,No rain,< 47
Jenkins,Transient,January,01 06 2017,2:47:32 PM,Fri,-1,17.81,3.4,-996,-3.72,0,No rain,< 47
Jenkins,Transient,January,01 06 2017,3:55:28 PM,Fri,-1,17.81,3.4,-996,-3.72,0,No rain,< 47
Jenkins,Transient,January,01 07 2017,8:10:32 AM,Sat,2,17.81,3.4,-996,-3.72,0,No rain,< 47
Jenkins,Transient,January,01 07 2017,9:17:36 AM,Sat,2,34.49,-2.2,-996,-8.22,0.07,Rain,< 47
Jenkins,Transient,January,01 07 2017,10:25:04 AM,Sat,3,34.49,-2.2,-996,-8.22,0.07,Rain,< 47
Jenkins,Transient,January,01 07 2017,11:30:10 AM,Sat,3,34.49,-2.2,-996,-8.22,0.07,Rain,< 47
Jenkins,Transient,January,01 07 2017,12:37:04 PM,Sat,7,34.49,-2.2,-996,-8.22,0.07,Rain,< 47
Jenkins,Transient,January,01 07 2017,1:45:13 PM,Sat,4,34.49,-2.2,-996,-8.22,0.07,Rain,< 47
Jenkins,Transient,January,01 07 2017,2:53:54 PM,Sat,5,34.49,-2.2,-996,-8.22,0.07,Rain,< 47
Jenkins,Transient,January,01 07 2017,3:58:30 PM,Sat,4,34.49,-2.2,-996,-8.22,0.07,Rain,< 47
Jenkins,Transient,January,01 08 2017,8:47:08 AM,Sun,-1,34.49,-2.2,-996,-8.22,0.07,Rain,< 47
Jenkins,Transient,January,01 08 2017,9:55:37 AM,Sun,-1,45.17,19.73,-996,10.97,0.02,Rain,< 47
Jenkins,Transient,January,01 08 2017,11:02:08 AM,Sun,0,45.17,19.73,-996,10.97,0.02,Rain,< 47
Jenkins,Transient,January,01 08 2017,12:08:05 PM,Sun,0,45.17,19.73,-996,10.97,0.02,Rain,< 47
Jenkins,Transient,January,01 08 2017,1:15:03 PM,Sun,1,45.17,19.73,-996,10.97,0.02,Rain,< 47
Jenkins,Transient,January,01 08 2017,2:20:57 PM,Sun,7,45.17,19.73,-996,10.97,0.02,Rain,< 47
Jenkins,Transient,January,01 08 2017,3:26:29 PM,Sun,9,45.17,19.73,-996,10.97,0.02,Rain,< 47
Jenkins,Transient,January,01 08 2017,4:32:01 PM,Sun,4,45.17,19.73,-996,10.97,0.02,Rain,< 47
Jenkins,Transient,January,01 09 2017,8:28:50 AM,Mon,6,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 09 2017,9:29:27 AM,Mon,12,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 09 2017,10:40:09 AM,Mon,20,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 09 2017,11:48:38 AM,Mon,21,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 09 2017,12:56:51 PM,Mon,21,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 09 2017,2:03:18 PM,Mon,19,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 09 2017,3:11:06 PM,Mon,15,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 09 2017,4:20:19 PM,Mon,13,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 10 2017,8:54:49 AM,Tue,10,59.4,30.93,-996,22.21,0,No rain,< 47
Jenkins,Transient,January,01 10 2017,10:03:55 AM,Tue,18,67.93,36.99,-996,34.1,0,No rain,< 57
Jenkins,Transient,January,01 10 2017,11:11:05 AM,Tue,15,67.93,36.99,-996,34.1,0,No rain,< 57
Jenkins,Transient,January,01 10 2017,12:16:27 PM,Tue,23,67.93,36.99,-996,34.1,0,No rain,< 57
Jenkins,Transient,January,01 10 2017,1:25:01 PM,Tue,24,67.93,36.99,-996,34.1,0,No rain,< 57
Jenkins,Transient,January,01 10 2017,2:30:45 PM,Tue,24,67.93,36.99,-996,34.1,0,No rain,< 57
Jenkins,Transient,January,01 10 2017,3:39:23 PM,Tue,19,67.93,36.99,-996,34.1,0,No rain,< 57
Jenkins,Transient,January,01 10 2017,4:48:13 PM,Tue,11,67.93,36.99,-996,34.1,0,No rain,< 57
Jenkins,Transient,January,01 11 2017,8:21:02 AM,Wed,8,67.93,36.99,-996,34.1,0,No rain,< 57
Jenkins,Transient,January,01 11 2017,9:28:22 AM,Wed,12,78.75,36.06,-996,32.21,0,No rain,< 66
Jenkins,Transient,January,01 11 2017,10:37:09 AM,Wed,13,78.75,36.06,-996,32.21,0,No rain,< 66
